"","final_sitename","latitude.dd.","longitude.dd.","survey_rep","year","final_classification","percent_cover","rank_overall"
"318","Shelter Cove",40.0225298,-124.07366,1,2001,"rock",6.3773,1
"319","Shelter Cove",40.0225298,-124.07366,1,2001,"encrusting coralline",3.8585,7
"320","Shelter Cove",40.0225298,-124.07366,1,2001,"balanus glandula",3.7513,6
"321","Shelter Cove",40.0225298,-124.07366,1,2001,"mytilus californianus",3.269,2
"322","Shelter Cove",40.0225298,-124.07366,1,2001,"mastocarpus papillatus",3.2154,14
"323","Shelter Cove",40.0225298,-124.07366,1,2001,"fucus spp",3.0547,22
"324","Shelter Cove",40.0225298,-124.07366,1,2001,"petrocelis spp",1.2862,12
"325","Shelter Cove",40.0225298,-124.07366,1,2001,"semibalanus cariosus",1.179,21
"326","Shelter Cove",40.0225298,-124.07366,1,2001,"chondracanthus canaliculatus",0.8039,9
"327","Shelter Cove",40.0225298,-124.07366,1,2001,"chthamalus spp",0.4287,4
"328","Shelter Cove",40.0225298,-124.07366,1,2001,"ralfsiaceae",0.4287,17
"329","Shelter Cove",40.0225298,-124.07366,1,2001,"phyllospadix scouleri",0.2144,15
"330","Shelter Cove",40.0225298,-124.07366,1,2001,"silvetia compressa",0.1072,13
"331","Kibesillah Hill",39.6038731,-123.78875,1,2001,"mytilus californianus",17.5529,2
"332","Kibesillah Hill",39.6038731,-123.78875,1,2001,"rock",13.2607,1
"333","Kibesillah Hill",39.6038731,-123.78875,1,2001,"corallina spp",8.2639,3
"334","Kibesillah Hill",39.6038731,-123.78875,1,2001,"mastocarpus papillatus",4.8687,14
"335","Kibesillah Hill",39.6038731,-123.78875,1,2001,"phyllospadix scouleri",4.6765,15
"336","Kibesillah Hill",39.6038731,-123.78875,1,2001,"mazzaella cordata/splendens",3.3953,11
"337","Kibesillah Hill",39.6038731,-123.78875,1,2001,"balanus glandula",3.075,6
"338","Kibesillah Hill",39.6038731,-123.78875,1,2001,"endocladia muricata",2.6906,5
"339","Kibesillah Hill",39.6038731,-123.78875,1,2001,"fucus spp",2.6906,22
"340","Kibesillah Hill",39.6038731,-123.78875,1,2001,"petrocelis spp",2.4343,12
"341","Kibesillah Hill",39.6038731,-123.78875,1,2001,"chthamalus spp",2.05,4
"342","Kibesillah Hill",39.6038731,-123.78875,1,2001,"anthopleura elegantissima",2.05,23
"343","Kibesillah Hill",39.6038731,-123.78875,1,2001,"encrusting coralline",1.9218,7
"344","Kibesillah Hill",39.6038731,-123.78875,1,2001,"semibalanus cariosus",0.8328,21
"345","Kibesillah Hill",39.6038731,-123.78875,1,2001,"phyllospadix torreyi",0.1922,8
"346","Kibesillah Hill",39.6038731,-123.78875,1,2001,"sand",0.1922,10
"347","Kibesillah Hill",39.6038731,-123.78875,1,2001,"ralfsiaceae",0.0641,17
"348","Stornetta",38.9378689,-123.72902,1,2004,"mazzaella cordata/splendens",19.2209,11
"349","Stornetta",38.9378689,-123.72902,1,2004,"petrocelis spp",9.5785,12
"350","Stornetta",38.9378689,-123.72902,1,2004,"corallina spp",7.7267,3
"351","Stornetta",38.9378689,-123.72902,1,2004,"chondracanthus canaliculatus",7.5351,9
"352","Stornetta",38.9378689,-123.72902,1,2004,"mastocarpus papillatus",6.258,14
"353","Stornetta",38.9378689,-123.72902,1,2004,"silvetia compressa",5.5556,13
"354","Stornetta",38.9378689,-123.72902,1,2004,"rock",4.6616,1
"355","Stornetta",38.9378689,-123.72902,1,2004,"endocladia muricata",4.5977,5
"356","Stornetta",38.9378689,-123.72902,1,2004,"encrusting coralline",3.8314,7
"357","Stornetta",38.9378689,-123.72902,1,2004,"phyllospadix scouleri",1.7241,15
"358","Stornetta",38.9378689,-123.72902,1,2004,"fucus spp",0.7024,22
"359","Stornetta",38.9378689,-123.72902,1,2004,"chthamalus spp",0.447,4
"360","Stornetta",38.9378689,-123.72902,1,2004,"ralfsiaceae",0.3193,17
"361","Stornetta",38.9378689,-123.72902,1,2004,"anthopleura elegantissima",0.1277,23
"362","Stornetta",38.9378689,-123.72902,1,2004,"balanus glandula",0.0639,6
"363","Sea Ranch",38.7304974,-123.4886,1,2001,"rock",12.5268,1
"364","Sea Ranch",38.7304974,-123.4886,1,2001,"endocladia muricata",11.8826,5
"365","Sea Ranch",38.7304974,-123.4886,1,2001,"sand",10.5225,10
"366","Sea Ranch",38.7304974,-123.4886,1,2001,"chthamalus spp",7.4445,4
"367","Sea Ranch",38.7304974,-123.4886,1,2001,"mastocarpus papillatus",5.2971,14
"368","Sea Ranch",38.7304974,-123.4886,1,2001,"petrocelis spp",4.1518,12
"369","Sea Ranch",38.7304974,-123.4886,1,2001,"mytilus californianus",3.6507,2
"370","Sea Ranch",38.7304974,-123.4886,1,2001,"anthopleura elegantissima",3.078,23
"371","Sea Ranch",38.7304974,-123.4886,1,2001,"mazzaella cordata/splendens",3.0064,11
"372","Sea Ranch",38.7304974,-123.4886,1,2001,"corallina spp",2.577,3
"373","Sea Ranch",38.7304974,-123.4886,1,2001,"fucus spp",2.0043,22
"374","Sea Ranch",38.7304974,-123.4886,1,2001,"encrusting coralline",1.8611,7
"375","Sea Ranch",38.7304974,-123.4886,1,2001,"silvetia compressa",0.7874,13
"376","Sea Ranch",38.7304974,-123.4886,1,2001,"balanus glandula",0.5727,6
"377","Sea Ranch",38.7304974,-123.4886,1,2001,"phyllospadix scouleri",0.5011,15
"378","Sea Ranch",38.7304974,-123.4886,1,2001,"semibalanus cariosus",0.2147,21
"379","Sea Ranch",38.7304974,-123.4886,1,2001,"ralfsiaceae",0.0716,17
"380","Bodega",38.317844,-123.07331,1,2001,"mytilus californianus",14.6899,2
"381","Bodega",38.317844,-123.07331,1,2001,"chthamalus spp",9.0909,4
"382","Bodega",38.317844,-123.07331,1,2001,"endocladia muricata",9.0909,5
"383","Bodega",38.317844,-123.07331,1,2001,"mazzaella cordata/splendens",8.7297,11
"384","Bodega",38.317844,-123.07331,1,2001,"rock",6.4419,1
"385","Bodega",38.317844,-123.07331,1,2001,"corallina spp",5.9603,3
"386","Bodega",38.317844,-123.07331,1,2001,"mastocarpus papillatus",4.696,14
"387","Bodega",38.317844,-123.07331,1,2001,"balanus glandula",4.1541,6
"388","Bodega",38.317844,-123.07331,1,2001,"encrusting coralline",2.348,7
"389","Bodega",38.317844,-123.07331,1,2001,"phyllospadix scouleri",0.7827,15
"390","Bodega",38.317844,-123.07331,1,2001,"ralfsiaceae",0.7225,17
"391","Bodega",38.317844,-123.07331,1,2001,"petrocelis spp",0.602,12
"392","Bodega",38.317844,-123.07331,1,2001,"semibalanus cariosus",0.2408,21
"393","Bodega",38.317844,-123.07331,1,2001,"phyllospadix torreyi",0.1806,8
"394","Bodega",38.317844,-123.07331,1,2001,"chondracanthus canaliculatus",0.1806,9
"395","Bodega",38.317844,-123.07331,1,2001,"fucus spp",0.1806,22
"396","Bodega",38.317844,-123.07331,1,2001,"anthopleura elegantissima",0.1204,23
"397","Bodega",38.317844,-123.07331,1,2001,"silvetia compressa",0.0602,13
"398","Santa Maria Creek",38.012267,-122.84892,1,2002,"rock",26.1107,1
"399","Santa Maria Creek",38.012267,-122.84892,1,2002,"mytilus californianus",12.9384,2
"400","Santa Maria Creek",38.012267,-122.84892,1,2002,"sand",9.3531,10
"401","Santa Maria Creek",38.012267,-122.84892,1,2002,"chthamalus spp",6.781,4
"402","Santa Maria Creek",38.012267,-122.84892,1,2002,"petrocelis spp",3.4295,12
"403","Santa Maria Creek",38.012267,-122.84892,1,2002,"mazzaella cordata/splendens",3.3515,11
"404","Santa Maria Creek",38.012267,-122.84892,1,2002,"ralfsiaceae",2.728,17
"405","Santa Maria Creek",38.012267,-122.84892,1,2002,"mastocarpus papillatus",2.5721,14
"406","Santa Maria Creek",38.012267,-122.84892,1,2002,"fucus spp",1.6368,22
"407","Santa Maria Creek",38.012267,-122.84892,1,2002,"anthopleura elegantissima",1.325,23
"408","Santa Maria Creek",38.012267,-122.84892,1,2002,"corallina spp",0.9353,3
"409","Santa Maria Creek",38.012267,-122.84892,1,2002,"endocladia muricata",0.9353,5
"410","Santa Maria Creek",38.012267,-122.84892,1,2002,"encrusting coralline",0.7794,7
"411","Santa Maria Creek",38.012267,-122.84892,1,2002,"silvetia compressa",0.6235,13
"412","Santa Maria Creek",38.012267,-122.84892,1,2002,"balanus glandula",0.2338,6
"413","Bolinas Point",37.9045428,-122.72732,1,2002,"rock",20.7014,1
"414","Bolinas Point",37.9045428,-122.72732,1,2002,"corallina spp",8.7104,3
"415","Bolinas Point",37.9045428,-122.72732,1,2002,"mazzaella cordata/splendens",6.448,11
"416","Bolinas Point",37.9045428,-122.72732,1,2002,"phyllospadix torreyi",5.0905,8
"417","Bolinas Point",37.9045428,-122.72732,1,2002,"chthamalus spp",4.8077,4
"418","Bolinas Point",37.9045428,-122.72732,1,2002,"sand",4.129,10
"419","Bolinas Point",37.9045428,-122.72732,1,2002,"ralfsiaceae",4.0724,17
"420","Bolinas Point",37.9045428,-122.72732,1,2002,"fucus spp",3.9593,22
"421","Bolinas Point",37.9045428,-122.72732,1,2002,"anthopleura elegantissima",3.3371,23
"422","Bolinas Point",37.9045428,-122.72732,1,2002,"mastocarpus papillatus",3.1674,14
"423","Bolinas Point",37.9045428,-122.72732,1,2002,"mytilus californianus",2.9977,2
"424","Bolinas Point",37.9045428,-122.72732,1,2002,"petrocelis spp",2.0362,12
"425","Bolinas Point",37.9045428,-122.72732,1,2002,"encrusting coralline",1.5271,7
"426","Bolinas Point",37.9045428,-122.72732,1,2002,"phyllospadix scouleri",1.3575,15
"427","Bolinas Point",37.9045428,-122.72732,1,2002,"balanus glandula",1.1312,6
"428","Bolinas Point",37.9045428,-122.72732,1,2002,"chondracanthus canaliculatus",0.5656,9
"429","Bolinas Point",37.9045428,-122.72732,1,2002,"endocladia muricata",0.1697,5
"430","Bolinas Point",37.9045428,-122.72732,1,2002,"silvetia compressa",0.1131,13
"431","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"rock",20.2851,1
"432","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"corallina spp",8.3333,3
"433","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"petrocelis spp",4.386,12
"434","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"encrusting coralline",4.057,7
"435","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"phyllospadix scouleri",3.6184,15
"436","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"mazzaella cordata/splendens",3.2895,11
"437","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"fucus spp",3.2895,22
"438","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"mastocarpus papillatus",3.0702,14
"439","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"sand",2.9605,10
"440","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"phyllospadix torreyi",2.7412,8
"441","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"chthamalus spp",1.9737,4
"442","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"anthopleura elegantissima",1.6447,23
"443","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"chondracanthus canaliculatus",1.5351,9
"444","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"ralfsiaceae",1.5351,17
"445","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"mytilus californianus",1.4254,2
"446","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"endocladia muricata",1.3158,5
"447","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"balanus glandula",0.1096,6
"448","Bolinas Point Wreck",37.9026167,-122.7242,1,2005,"silvetia compressa",0.1096,13
"449","Alder Creek",37.8974252,-122.71069,1,2008,"rock",28.928,1
"450","Alder Creek",37.8974252,-122.71069,1,2008,"mastocarpus papillatus",8.8106,14
"451","Alder Creek",37.8974252,-122.71069,1,2008,"corallina spp",7.6358,3
"452","Alder Creek",37.8974252,-122.71069,1,2008,"petrocelis spp",5.58,12
"453","Alder Creek",37.8974252,-122.71069,1,2008,"phyllospadix torreyi",4.9927,8
"454","Alder Creek",37.8974252,-122.71069,1,2008,"chthamalus spp",4.4053,4
"455","Alder Creek",37.8974252,-122.71069,1,2008,"fucus spp",2.3495,22
"456","Alder Creek",37.8974252,-122.71069,1,2008,"encrusting coralline",1.909,7
"457","Alder Creek",37.8974252,-122.71069,1,2008,"phyllospadix scouleri",1.6153,15
"458","Alder Creek",37.8974252,-122.71069,1,2008,"mazzaella cordata/splendens",1.3216,11
"459","Alder Creek",37.8974252,-122.71069,1,2008,"anthopleura elegantissima",1.3216,23
"460","Alder Creek",37.8974252,-122.71069,1,2008,"endocladia muricata",1.1747,5
"461","Alder Creek",37.8974252,-122.71069,1,2008,"ralfsiaceae",0.7342,17
"462","Alder Creek",37.8974252,-122.71069,1,2008,"chondracanthus canaliculatus",0.1468,9
"463","Alcatraz Island",37.8252552,-122.42208,1,2005,"fucus spp",14.9321,22
"464","Alcatraz Island",37.8252552,-122.42208,1,2005,"rock",14.3288,1
"465","Alcatraz Island",37.8252552,-122.42208,1,2005,"petrocelis spp",9.276,12
"466","Alcatraz Island",37.8252552,-122.42208,1,2005,"mastocarpus papillatus",7.6169,14
"467","Alcatraz Island",37.8252552,-122.42208,1,2005,"chthamalus spp",3.2428,4
"468","Alcatraz Island",37.8252552,-122.42208,1,2005,"balanus glandula",1.2066,6
"469","Alcatraz Island",37.8252552,-122.42208,1,2005,"mazzaella cordata/splendens",0.5279,11
"470","Alcatraz Island",37.8252552,-122.42208,1,2005,"mytilus californianus",0.3771,2
"471","Alcatraz Island",37.8252552,-122.42208,1,2005,"corallina spp",0.3771,3
"472","Alcatraz Island",37.8252552,-122.42208,1,2005,"anthopleura elegantissima",0.3017,23
"473","Alcatraz Island",37.8252552,-122.42208,1,2005,"ralfsiaceae",0.1508,17
"474","Alcatraz Island",37.8252552,-122.42208,1,2005,"encrusting coralline",0.0754,7
"475","Alcatraz Island",37.8252552,-122.42208,1,2005,"sand",0.0754,10
"476","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"mytilus californianus",18.5714,2
"477","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"corallina spp",12.013,3
"478","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"mazzaella cordata/splendens",8.6364,11
"479","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"rock",6.1688,1
"480","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"endocladia muricata",4.2857,5
"481","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"chthamalus spp",4.2208,4
"482","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"encrusting coralline",3.961,7
"483","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"mastocarpus papillatus",2.013,14
"484","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"petrocelis spp",1.4286,12
"485","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"semibalanus cariosus",0.1948,21
"486","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"balanus glandula",0.1299,6
"487","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"ralfsiaceae",0.1299,17
"488","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"chondracanthus canaliculatus",0.0649,9
"489","Mussel Flat Farallones",37.6959,-123.0029,1,2005,"anthopleura elegantissima",0.0649,23
"490","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"rock",14.7041,1
"491","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"phyllospadix scouleri",11.8365,15
"492","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"mazzaella cordata/splendens",10.5552,11
"493","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"petrocelis spp",7.6876,12
"494","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"encrusting coralline",6.7114,7
"495","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"mastocarpus papillatus",6.2843,14
"496","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"endocladia muricata",6.0403,5
"497","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"anthopleura elegantissima",3.1117,23
"498","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"corallina spp",3.0506,3
"499","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"chondracanthus canaliculatus",2.6846,9
"500","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"ralfsiaceae",2.0134,17
"501","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"fucus spp",1.7084,22
"502","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"chthamalus spp",0.9152,4
"503","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"sand",0.2441,10
"504","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"mytilus californianus",0.183,2
"505","Fitzgerald Marine Reserve",37.5216467,-122.51679,1,2002,"phyllospadix torreyi",0.122,8
"506","Pigeon Point",37.1851209,-122.39727,1,2002,"endocladia muricata",10.6879,5
"507","Pigeon Point",37.1851209,-122.39727,1,2002,"mazzaella cordata/splendens",9.6646,11
"508","Pigeon Point",37.1851209,-122.39727,1,2002,"chondracanthus canaliculatus",9.4372,9
"509","Pigeon Point",37.1851209,-122.39727,1,2002,"mastocarpus papillatus",9.3803,14
"510","Pigeon Point",37.1851209,-122.39727,1,2002,"fucus spp",8.357,22
"511","Pigeon Point",37.1851209,-122.39727,1,2002,"rock",7.8454,1
"512","Pigeon Point",37.1851209,-122.39727,1,2002,"petrocelis spp",7.2769,12
"513","Pigeon Point",37.1851209,-122.39727,1,2002,"encrusting coralline",3.1836,7
"514","Pigeon Point",37.1851209,-122.39727,1,2002,"silvetia compressa",2.5014,13
"515","Pigeon Point",37.1851209,-122.39727,1,2002,"chthamalus spp",2.1035,4
"516","Pigeon Point",37.1851209,-122.39727,1,2002,"corallina spp",1.8192,3
"517","Pigeon Point",37.1851209,-122.39727,1,2002,"ralfsiaceae",0.3411,17
"518","Pigeon Point",37.1851209,-122.39727,1,2002,"mytilus californianus",0.2274,2
"519","Pigeon Point",37.1851209,-122.39727,1,2002,"phyllospadix torreyi",0.2274,8
"520","Pigeon Point",37.1851209,-122.39727,1,2002,"sand",0.1137,10
"521","Pigeon Point",37.1851209,-122.39727,1,2002,"phyllospadix scouleri",0.1137,15
"522","Pigeon Point",37.1851209,-122.39727,1,2002,"balanus glandula",0.0569,6
"523","Ano Nuevo",37.11257,-122.32956,1,2002,"rock",13.2961,1
"524","Ano Nuevo",37.11257,-122.32956,1,2002,"mastocarpus papillatus",12.067,14
"525","Ano Nuevo",37.11257,-122.32956,1,2002,"sand",11.2849,10
"526","Ano Nuevo",37.11257,-122.32956,1,2002,"mazzaella cordata/splendens",7.8771,11
"527","Ano Nuevo",37.11257,-122.32956,1,2002,"phyllospadix torreyi",7.5419,8
"528","Ano Nuevo",37.11257,-122.32956,1,2002,"ralfsiaceae",6.4246,17
"529","Ano Nuevo",37.11257,-122.32956,1,2002,"anthopleura elegantissima",2.6257,23
"530","Ano Nuevo",37.11257,-122.32956,1,2002,"petrocelis spp",2.2905,12
"531","Ano Nuevo",37.11257,-122.32956,1,2002,"fucus spp",2.1788,22
"532","Ano Nuevo",37.11257,-122.32956,1,2002,"chthamalus spp",1.5084,4
"533","Ano Nuevo",37.11257,-122.32956,1,2002,"balanus glandula",1.5084,6
"534","Ano Nuevo",37.11257,-122.32956,1,2002,"mytilus californianus",1.2291,2
"535","Ano Nuevo",37.11257,-122.32956,1,2002,"chondracanthus canaliculatus",1.0615,9
"536","Ano Nuevo",37.11257,-122.32956,1,2002,"endocladia muricata",0.6704,5
"537","Ano Nuevo",37.11257,-122.32956,1,2002,"encrusting coralline",0.6704,7
"538","Ano Nuevo",37.11257,-122.32956,1,2002,"corallina spp",0.5587,3
"539","Ano Nuevo",37.11257,-122.32956,1,2002,"phyllospadix scouleri",0.4469,15
"540","Ano Nuevo",37.11257,-122.32956,1,2002,"silvetia compressa",0.0559,13
"541","Scott Creek",37.0462778,-122.23786,1,2003,"rock",16.6263,1
"542","Scott Creek",37.0462778,-122.23786,1,2003,"mytilus californianus",10.9766,2
"543","Scott Creek",37.0462778,-122.23786,1,2003,"silvetia compressa",9.1203,13
"544","Scott Creek",37.0462778,-122.23786,1,2003,"petrocelis spp",8.2324,12
"545","Scott Creek",37.0462778,-122.23786,1,2003,"ralfsiaceae",5.004,17
"546","Scott Creek",37.0462778,-122.23786,1,2003,"endocladia muricata",3.7934,5
"547","Scott Creek",37.0462778,-122.23786,1,2003,"corallina spp",3.2284,3
"548","Scott Creek",37.0462778,-122.23786,1,2003,"mazzaella cordata/splendens",2.2599,11
"549","Scott Creek",37.0462778,-122.23786,1,2003,"fucus spp",1.7756,22
"550","Scott Creek",37.0462778,-122.23786,1,2003,"mastocarpus papillatus",1.2914,14
"551","Scott Creek",37.0462778,-122.23786,1,2003,"encrusting coralline",1.2107,7
"552","Scott Creek",37.0462778,-122.23786,1,2003,"balanus glandula",0.8878,6
"553","Scott Creek",37.0462778,-122.23786,1,2003,"chthamalus spp",0.7264,4
"554","Scott Creek",37.0462778,-122.23786,1,2003,"phyllospadix torreyi",0.565,8
"555","Scott Creek",37.0462778,-122.23786,1,2003,"anthopleura elegantissima",0.565,23
"556","Scott Creek",37.0462778,-122.23786,1,2003,"phyllospadix scouleri",0.4036,15
"557","Scott Creek",37.0462778,-122.23786,1,2003,"chondracanthus canaliculatus",0.1614,9
"558","Scott Creek",37.0462778,-122.23786,1,2003,"semibalanus cariosus",0.0807,21
"559","Davenport Landing",37.0219646,-122.21522,1,2007,"rock",17.6117,1
"560","Davenport Landing",37.0219646,-122.21522,1,2007,"mytilus californianus",13.2755,2
"561","Davenport Landing",37.0219646,-122.21522,1,2007,"petrocelis spp",8.3389,12
"562","Davenport Landing",37.0219646,-122.21522,1,2007,"anthopleura elegantissima",5.4036,23
"563","Davenport Landing",37.0219646,-122.21522,1,2007,"phyllospadix torreyi",5.1368,8
"564","Davenport Landing",37.0219646,-122.21522,1,2007,"mazzaella cordata/splendens",4.0694,11
"565","Davenport Landing",37.0219646,-122.21522,1,2007,"phyllospadix scouleri",2.8019,15
"566","Davenport Landing",37.0219646,-122.21522,1,2007,"mastocarpus papillatus",2.535,14
"567","Davenport Landing",37.0219646,-122.21522,1,2007,"endocladia muricata",2.3349,5
"568","Davenport Landing",37.0219646,-122.21522,1,2007,"corallina spp",1.8012,3
"569","Davenport Landing",37.0219646,-122.21522,1,2007,"fucus spp",1.4676,22
"570","Davenport Landing",37.0219646,-122.21522,1,2007,"silvetia compressa",1.2008,13
"571","Davenport Landing",37.0219646,-122.21522,1,2007,"ralfsiaceae",1.1341,17
"572","Davenport Landing",37.0219646,-122.21522,1,2007,"chondracanthus canaliculatus",1.0007,9
"573","Davenport Landing",37.0219646,-122.21522,1,2007,"chthamalus spp",0.8005,4
"574","Davenport Landing",37.0219646,-122.21522,1,2007,"encrusting coralline",0.6004,7
"575","Davenport Landing",37.0219646,-122.21522,1,2007,"sand",0.6004,10
"576","Davenport Landing",37.0219646,-122.21522,1,2007,"balanus glandula",0.2668,6
"577","Sandhill Bluff",36.9804666,-122.1549,1,2004,"rock",20.5987,1
"578","Sandhill Bluff",36.9804666,-122.1549,1,2004,"mytilus californianus",15.6807,2
"579","Sandhill Bluff",36.9804666,-122.1549,1,2004,"ralfsiaceae",7.0563,17
"580","Sandhill Bluff",36.9804666,-122.1549,1,2004,"chthamalus spp",2.9936,4
"581","Sandhill Bluff",36.9804666,-122.1549,1,2004,"anthopleura elegantissima",2.2096,23
"582","Sandhill Bluff",36.9804666,-122.1549,1,2004,"balanus glandula",1.4255,6
"583","Sandhill Bluff",36.9804666,-122.1549,1,2004,"fucus spp",1.3542,22
"584","Sandhill Bluff",36.9804666,-122.1549,1,2004,"corallina spp",1.1404,3
"585","Sandhill Bluff",36.9804666,-122.1549,1,2004,"phyllospadix scouleri",1.0691,15
"586","Sandhill Bluff",36.9804666,-122.1549,1,2004,"phyllospadix torreyi",0.8553,8
"587","Sandhill Bluff",36.9804666,-122.1549,1,2004,"mazzaella cordata/splendens",0.784,11
"588","Sandhill Bluff",36.9804666,-122.1549,1,2004,"mastocarpus papillatus",0.4989,14
"589","Sandhill Bluff",36.9804666,-122.1549,1,2004,"silvetia compressa",0.3564,13
"590","Sandhill Bluff",36.9804666,-122.1549,1,2004,"encrusting coralline",0.1426,7
"591","Sandhill Bluff",36.9804666,-122.1549,1,2004,"endocladia muricata",0.0713,5
"592","Sandhill Bluff",36.9804666,-122.1549,1,2004,"chondracanthus canaliculatus",0.0713,9
"593","Sandhill Bluff",36.9804666,-122.1549,1,2004,"sand",0.0713,10
"594","Wilder Ranch",36.9560775,-122.10393,1,2007,"rock",27.9424,1
"595","Wilder Ranch",36.9560775,-122.10393,1,2007,"mytilus californianus",25.1401,2
"596","Wilder Ranch",36.9560775,-122.10393,1,2007,"silvetia compressa",5.6045,13
"597","Wilder Ranch",36.9560775,-122.10393,1,2007,"ralfsiaceae",3.1225,17
"598","Wilder Ranch",36.9560775,-122.10393,1,2007,"sand",2.4019,10
"599","Wilder Ranch",36.9560775,-122.10393,1,2007,"chthamalus spp",1.4412,4
"600","Wilder Ranch",36.9560775,-122.10393,1,2007,"anthopleura elegantissima",1.4412,23
"601","Wilder Ranch",36.9560775,-122.10393,1,2007,"mazzaella cordata/splendens",1.3611,11
"602","Wilder Ranch",36.9560775,-122.10393,1,2007,"balanus glandula",0.8807,6
"603","Wilder Ranch",36.9560775,-122.10393,1,2007,"phyllospadix torreyi",0.8006,8
"604","Wilder Ranch",36.9560775,-122.10393,1,2007,"corallina spp",0.4003,3
"605","Wilder Ranch",36.9560775,-122.10393,1,2007,"fucus spp",0.2402,22
"606","Wilder Ranch",36.9560775,-122.10393,1,2007,"phyllospadix scouleri",0.1601,15
"607","Wilder Ranch",36.9560775,-122.10393,1,2007,"petrocelis spp",0.0801,12
"608","Natural Bridges",36.9491874,-122.06143,1,2007,"rock",28.7841,1
"609","Natural Bridges",36.9491874,-122.06143,1,2007,"mytilus californianus",14.8056,2
"610","Natural Bridges",36.9491874,-122.06143,1,2007,"chthamalus spp",7.0306,4
"611","Natural Bridges",36.9491874,-122.06143,1,2007,"corallina spp",1.5715,3
"612","Natural Bridges",36.9491874,-122.06143,1,2007,"petrocelis spp",1.4061,12
"613","Natural Bridges",36.9491874,-122.06143,1,2007,"mazzaella cordata/splendens",1.3234,11
"614","Natural Bridges",36.9491874,-122.06143,1,2007,"balanus glandula",1.2407,6
"615","Natural Bridges",36.9491874,-122.06143,1,2007,"ralfsiaceae",0.4963,17
"616","Natural Bridges",36.9491874,-122.06143,1,2007,"anthopleura elegantissima",0.4136,23
"617","Natural Bridges",36.9491874,-122.06143,1,2007,"encrusting coralline",0.2481,7
"618","Natural Bridges",36.9491874,-122.06143,1,2007,"sand",0.1654,10
"619","Natural Bridges",36.9491874,-122.06143,1,2007,"mastocarpus papillatus",0.1654,14
"620","Natural Bridges",36.9491874,-122.06143,1,2007,"endocladia muricata",0.0827,5
"621","Natural Bridges",36.9491874,-122.06143,1,2007,"phyllospadix torreyi",0.0827,8
"622","Natural Bridges",36.9491874,-122.06143,1,2007,"chondracanthus canaliculatus",0.0827,9
"623","Terrace Point",36.9486319,-122.06453,1,2003,"rock",55.6548,1
"624","Terrace Point",36.9486319,-122.06453,1,2003,"mytilus californianus",26.9345,2
"625","Terrace Point",36.9486319,-122.06453,1,2003,"chthamalus spp",2.9762,4
"626","Terrace Point",36.9486319,-122.06453,1,2003,"balanus glandula",1.6369,6
"627","Terrace Point",36.9486319,-122.06453,1,2003,"sand",1.2649,10
